"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","GulfofPiran_seaway","GulfofPiran_geodesic","Koster_seaway","Koster_geodesic","Laeso_seaway","Laeso_geodesic","Plymouth_seaway","Plymouth_geodesic","Toralla_seaway","Toralla_geodesic"
50.385432,-4.193604,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1428,1505,1361,1453,1262,0,3,1011,973
50.404118,-4.204318,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.24999999999999,6.84,4988,1431,1512,1367,1460,1268,7,7,1007,967
37.71453,-25.4655,1991,NA,"Portugal","HUMAN_OBSERVATION",37.65,-25.45,7.31,4888,3333,3682,3520,3630,3447,2217,2203,1557,1510
37.7143,-25.44848,1991,NA,"Portugal","HUMAN_OBSERVATION",37.65,-25.45,7.16,4888,3333,3682,3520,3630,3447,2217,2203,1557,1510
37.71423,-25.44281,1991,NA,"Portugal","HUMAN_OBSERVATION",37.65,-25.45,7.18,4888,3333,3682,3520,3630,3447,2217,2203,1557,1510
37.71415,-25.43714,1991,NA,"Portugal","HUMAN_OBSERVATION",37.65,-25.45,7.23,4888,3333,3682,3520,3630,3447,2217,2203,1557,1510
37.71408,-25.43147,1991,NA,"Portugal","HUMAN_OBSERVATION",37.65,-25.45,7.32,4888,3333,3682,3520,3630,3447,2217,2203,1557,1510
37.71858,-25.43138,1991,NA,"Portugal","HUMAN_OBSERVATION",37.65,-25.45,7.81,4888,3333,3682,3520,3630,3447,2217,2203,1557,1510
37.71851,-25.4257,1991,NA,"Portugal","HUMAN_OBSERVATION",37.65,-25.45,7.92,4888,3333,3682,3520,3630,3447,2217,2203,1557,1510
37.70071,-25.4431,1991,NA,"Portugal","HUMAN_OBSERVATION",37.65,-25.45,5.68,4888,3333,3682,3520,3630,3447,2217,2203,1557,1510
37.70522,-25.443,1991,NA,"Portugal","HUMAN_OBSERVATION",37.65,-25.45,6.18,4888,3333,3682,3520,3630,3447,2217,2203,1557,1510
37.70972,-25.44291,1991,NA,"Portugal","HUMAN_OBSERVATION",37.65,-25.45,6.68,4888,3333,3682,3520,3630,3447,2217,2203,1557,1510
37.70064,-25.43743,1991,NA,"Portugal","HUMAN_OBSERVATION",37.65,-25.45,5.74,4888,3333,3682,3520,3630,3447,2217,2203,1557,1510
37.70514,-25.43733,1991,NA,"Portugal","HUMAN_OBSERVATION",37.65,-25.45,6.24,4888,3333,3682,3520,3630,3447,2217,2203,1557,1510
37.714,-25.4258,1991,NA,"Portugal","HUMAN_OBSERVATION",37.65,-25.45,7.44,4888,3333,3682,3520,3630,3447,2217,2203,1557,1510
37.71393,-25.42013,1991,NA,"Portugal","HUMAN_OBSERVATION",37.65,-25.45,7.59,4888,3333,3682,3520,3630,3447,2217,2203,1557,1510
37.7146,-25.47117,1991,NA,"Portugal","HUMAN_OBSERVATION",37.65,-25.45,7.43,4888,3333,3682,3520,3630,3447,2217,2203,1557,1510
50.800258,-0.903763,1990,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.94999999999999,6.47,5165,1224,1254,1187,1203,1071,258,231,1185,1120
50.733955,-1.282239,1990,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.14999999999999,9.49,5157,1237,1269,1196,1217,1081,251,217,1177,1112
50.82743,-1.141663,1990,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.14999999999999,8.64,5157,1237,1269,1196,1217,1081,251,217,1177,1112
50.858215,-1.30875,1990,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5153,1252,1287,1193,1235,1080,236,209,1173,1116
57.724989,-5.715631,1990,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.75,-5.84999999999999,8.46,5774,1900,1129,999,1124,1017,975,829,1794,1739
50.813736,-1.002809,1990,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.04999999999999,7.83,5160,1231,1262,1192,1210,1076,253,224,1180,1116
50.733955,-1.282239,1990,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.14999999999999,9.49,5157,1237,1269,1196,1217,1081,251,217,1177,1112
50.825812,-0.944339,1990,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.94999999999999,8.45,5165,1224,1254,1187,1203,1071,258,231,1185,1120
50.858215,-1.30875,1990,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5153,1252,1287,1193,1235,1080,236,209,1173,1116
50.653394,-1.908708,1990,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,4.16,5112,1279,1322,1234,1270,1123,190,167,1132,1076
50.813736,-1.002809,1990,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.04999999999999,7.83,5160,1231,1262,1192,1210,1076,253,224,1180,1116
50.901812,-1.38632,1990,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.85,-1.34999999999999,6.31,5153,1254,1287,1195,1235,1082,236,206,1173,1114
54.042627,-3.239219,1990,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5402,1531,1617,1032,1612,971,598,414,1421,1376
50.173381,-5.024237,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1480,1561,1418,1510,1321,72,66,961,929
50.155273,-5.028694,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1480,1561,1419,1510,1323,72,67,961,927
50.181391,-5.027545,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1480,1561,1417,1510,1321,72,66,961,930
50.154095,-5.004817,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1478,1561,1418,1510,1322,72,65,961,928
50.161651,-5.059905,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1482,1561,1420,1510,1324,72,68,961,927
50.153899,-5.046809,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1481,1561,1420,1510,1324,72,68,961,927
50.154095,-5.004817,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1478,1561,1418,1510,1322,72,65,961,928
50.155273,-5.028694,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1480,1561,1419,1510,1323,72,67,961,927
50.192259,-5.05906,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1483,1561,1418,1510,1322,72,67,961,930
50.208406,-5.026452,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.15,-5.04999999999999,6.71,4941,1481,1561,1421,1510,1325,72,68,961,926
50.181391,-5.027545,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1480,1561,1417,1510,1321,72,66,961,930
50.165915,-4.999957,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4945,1478,1554,1417,1502,1321,65,64,964,929
50.208406,-5.026452,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.15,-5.04999999999999,6.71,4941,1481,1561,1421,1510,1325,72,68,961,926
50.173381,-5.024237,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1480,1561,1418,1510,1321,72,66,961,929
50.155273,-5.028694,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1480,1561,1419,1510,1323,72,67,961,927
50.155273,-5.028694,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1480,1561,1419,1510,1323,72,67,961,927
50.192259,-5.05906,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1483,1561,1418,1510,1322,72,67,961,930
50.153899,-5.046809,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1481,1561,1420,1510,1324,72,68,961,927
50.153899,-5.046809,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1481,1561,1420,1510,1324,72,68,961,927
50.153899,-5.046809,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1481,1561,1420,1510,1324,72,68,961,927
50.192553,-5.047869,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1482,1561,1417,1510,1321,72,67,961,931
50.208406,-5.026452,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.15,-5.04999999999999,6.71,4941,1481,1561,1421,1510,1325,72,68,961,926
50.173381,-5.024237,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1480,1561,1418,1510,1321,72,66,961,929
50.161651,-5.059905,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1482,1561,1420,1510,1324,72,68,961,927
50.181391,-5.027545,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1480,1561,1417,1510,1321,72,66,961,930
50.173381,-5.024237,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1480,1561,1418,1510,1321,72,66,961,929
50.192553,-5.047869,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1482,1561,1417,1510,1321,72,67,961,931
50.181391,-5.027545,1990,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1480,1561,1417,1510,1321,72,66,961,930
50.249848,-3.75673,1990,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.64,4992,1401,1480,1357,1428,1255,25,25,1012,969
50.243535,-3.7579,1990,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.6,4992,1401,1480,1357,1428,1255,25,25,1012,969
50.243535,-3.7579,1990,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.6,4992,1401,1480,1357,1428,1255,25,25,1012,969
50.249848,-3.75673,1990,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.64,4992,1401,1480,1357,1428,1255,25,25,1012,969
50.249848,-3.75673,1990,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.64,4992,1401,1480,1357,1428,1255,25,25,1012,969
50.249848,-3.75673,1990,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.64,4992,1401,1480,1357,1428,1255,25,25,1012,969
50.243535,-3.7579,1990,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.6,4992,1401,1480,1357,1428,1255,25,25,1012,969
50.243535,-3.7579,1990,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.6,4992,1401,1480,1357,1428,1255,25,25,1012,969
60.192472,-1.295821,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.15,-1.34999999999999,5.6,6159,1904,855,718,850,791,1360,1103,2178,2057
60.194209,-1.284964,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.15,-1.34999999999999,6.1,6159,1904,855,718,850,791,1360,1103,2178,2057
60.196005,-1.284924,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.15,-1.34999999999999,6.26,6159,1904,855,718,850,791,1360,1103,2178,2057
60.183455,-1.288803,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.15,-1.34999999999999,5.04,6159,1904,855,718,850,791,1360,1103,2178,2057
54.067651,-3.163559,1988,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5409,1528,1623,1026,1618,966,605,417,1428,1380
49.943497,-6.341234,1988,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4889,1567,1662,1499,1610,1408,173,163,908,878
49.943497,-6.341234,1988,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4889,1567,1662,1499,1610,1408,173,163,908,878
51.746418,-5.29775,1987,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5102,1547,1787,1304,1735,1224,297,173,1120,1090
54.435201,-5.544893,1987,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5396,1683,1508,1130,1503,1088,596,462,1415,1378
50.097484,-5.138323,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,8.23,4931,1479,1565,1429,1513,1332,76,73,951,916
50.097823,-5.125759,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.59,4931,1479,1565,1429,1513,1332,76,73,951,916
50.097301,-5.11174,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,6.87,4931,1479,1565,1429,1513,1332,76,73,951,916
50.099957,-5.113311,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.17,4931,1479,1565,1429,1513,1332,76,73,951,916
50.097484,-5.138323,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,8.23,4931,1479,1565,1429,1513,1332,76,73,951,916
50.097525,-5.103363,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,6.52,4931,1479,1565,1429,1513,1332,76,73,951,916
50.097823,-5.125759,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.59,4931,1479,1565,1429,1513,1332,76,73,951,916
50.367532,-3.578272,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-3.44999999999999,9.32,5015,1376,1439,1330,1388,1227,67,50,1035,991
50.344311,-3.566259,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-3.44999999999999,8.28,5015,1376,1439,1330,1388,1227,67,50,1035,991
50.100705,-5.118954,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.15,-5.04999999999999,7.37,4941,1481,1561,1421,1510,1325,72,68,961,926
50.097898,-5.122967,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.46,4931,1479,1565,1429,1513,1332,76,73,951,916
50.097525,-5.103363,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,6.52,4931,1479,1565,1429,1513,1332,76,73,951,916
54.475206,-5.437572,1986,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.34999999999999,6.32,5396,1673,1508,1119,1503,1076,596,461,1415,1382
54.443247,-5.542869,1986,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5396,1683,1508,1130,1503,1088,596,463,1415,1379
51.100253,1.245902,1986,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.05,1.25000000000001,5.6,5320,1100,1080,1073,1028,944,425,389,1340,1243
50.71009,-1.5432,1986,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.54999999999999,6.71,5127,1259,1301,1221,1249,1108,212,187,1147,1087
50.74443,-1.384127,1986,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.44999999999999,4.68,5140,1257,1300,1208,1248,1095,222,196,1160,1101
50.359389,-4.143193,1986,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1424,1505,1361,1453,1261,0,1,1011,971
50.360953,-4.155917,1986,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1425,1505,1362,1453,1262,0,1,1011,971
50.31313,-4.065262,1986,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-4.04999999999999,7.11,4985,1414,1494,1366,1442,1265,13,15,1005,963
54.448758,-5.593424,1986,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5396,1687,1508,1132,1503,1091,596,465,1415,1379
50.154022,-5.007613,1985,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1478,1561,1418,1510,1322,72,65,961,928
54.248659,-5.700232,1985,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.15,-5.74999999999999,11.45,5359,1680,1550,1159,1545,1113,565,435,1378,1344
54.512637,-5.552603,1985,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,6.97,5396,1684,1508,1130,1503,1088,596,464,1415,1380
50.163356,-5.029205,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1480,1561,1419,1510,1322,72,66,961,928
50.193157,-5.059118,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1483,1561,1417,1510,1322,72,67,961,930
54.38454,-5.572553,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,7.43,5396,1684,1508,1130,1503,1088,596,464,1415,1380
50.169203,-5.046382,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1481,1561,1419,1510,1323,72,67,961,928
50.169203,-5.046382,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1481,1561,1419,1510,1323,72,67,961,928
50.163356,-5.029205,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1480,1561,1419,1510,1322,72,66,961,928
50.206391,-5.034734,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.15,-5.04999999999999,6.37,4941,1481,1561,1421,1510,1325,72,68,961,926
50.157308,-5.054027,1985,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4941,1481,1561,1420,1510,1324,72,68,961,927
50.240859,-3.7564,1985,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.74,4992,1401,1480,1357,1428,1255,25,25,1012,969
50.22712,-3.772719,1985,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.06,4992,1401,1480,1357,1428,1255,25,25,1012,969
50.241694,-3.760638,1985,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.43,4992,1401,1480,1357,1428,1255,25,25,1012,969
50.248907,-3.759501,1985,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.44,4992,1401,1480,1357,1428,1255,25,25,1012,969
50.243513,-3.759302,1985,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.5,4992,1401,1480,1357,1428,1255,25,25,1012,969
50.239082,-3.754932,1985,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.15,-3.74999999999999,9.92,4985,1391,1469,1361,1417,1257,36,38,1005,962
50.252481,-3.761035,1985,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.34,4992,1401,1480,1357,1428,1255,25,25,1012,969
50.237221,-3.759071,1985,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.15,-3.74999999999999,9.73,4985,1391,1469,1361,1417,1257,36,38,1005,962
50.235317,-3.766012,1985,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.2,4992,1401,1480,1357,1428,1255,25,25,1012,969
50.229817,-3.772819,1985,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,5.94,4992,1401,1480,1357,1428,1255,25,25,1012,969
54.308212,-5.530948,1984,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.25,-5.54999999999999,6.6,5372,1674,1533,1142,1528,1097,574,442,1391,1358
54.594448,-5.510557,1984,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.44999999999999,6.3,5408,1684,1496,1118,1491,1078,609,474,1427,1392
54.38917,-5.5725,1980,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,6.93,5396,1684,1508,1130,1503,1088,596,464,1415,1380
54.43767,-5.608833,1980,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,4.05,5396,1684,1508,1130,1503,1088,596,464,1415,1380
51.701459,-4.923918,1978,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,10.42,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.708533,-4.892525,1978,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,11.8,5102,1508,1781,1284,1729,1201,292,149,1121,1091
51.724839,-4.887774,1978,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,12.64,5102,1508,1781,1284,1729,1201,292,149,1121,1091
51.733027,-4.883951,1978,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,13.07,5102,1508,1781,1284,1729,1201,292,149,1121,1091
51.706165,-4.915536,1978,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,11.19,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.704009,-4.929872,1978,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,10.24,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.707493,-4.93444,1978,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,10.23,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.708426,-4.896862,1978,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,12.04,5102,1508,1781,1284,1729,1201,292,149,1121,1091
51.711191,-4.894143,1978,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,12.06,5102,1508,1781,1284,1729,1201,292,149,1121,1091
51.704045,-4.928427,1978,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,10.33,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.733062,-4.882505,1978,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,13,5102,1508,1781,1284,1729,1201,292,149,1121,1091
51.70548,-4.942995,1978,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,9.63,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.733783,-4.889793,1978,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,13.42,5102,1508,1781,1284,1729,1201,292,149,1121,1091
51.738957,-4.898815,1978,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,14.27,5102,1508,1781,1284,1729,1201,292,149,1121,1091
51.74614,-4.899275,1978,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,14.85,5102,1508,1781,1284,1729,1201,292,149,1121,1091
51.719486,-4.885985,1978,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,12.16,5102,1508,1781,1284,1729,1201,292,149,1121,1091
51.702321,-4.925421,1978,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,10.39,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.722216,-4.884711,1978,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,12.29,5102,1508,1781,1284,1729,1201,292,149,1121,1091
51.704907,-4.92993,1977,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,10.3,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.937732,-5.209914,1973,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5123,1549,1787,1284,1757,1207,319,190,1142,1113
51.937771,-5.208461,1973,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5123,1549,1787,1284,1757,1207,319,190,1142,1113
51.937732,-5.209914,1973,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5123,1549,1787,1284,1757,1207,319,190,1142,1113
52.18,4.36,1960,4,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,7.82,5581,1007,858,851,805,708,686,629,1601,1489
43.42445,-1.67256,NA,NA,"France","HUMAN_OBSERVATION",NA,NA,NA,4740,1233,2224,1930,2173,1782,826,795,760,596
43.44014,-1.65372,NA,NA,"France","HUMAN_OBSERVATION",NA,NA,NA,4740,1231,2224,1928,2173,1780,826,793,760,598
43.42586,-1.66948,NA,NA,"France","HUMAN_OBSERVATION",NA,NA,NA,4740,1232,2224,1930,2173,1782,826,794,760,596
50.880179,-1.376654,NA,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5153,1257,1287,1194,1235,1081,236,205,1173,1115
50.239102,-5.396157,2018,9,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4942,1507,1625,1429,1573,1336,135,90,962,928
50.239102,-5.396157,2018,9,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4942,1507,1625,1429,1573,1336,135,90,962,928
50.078695,-5.703884,2018,10,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4909,1525,1623,1457,1571,1364,133,115,929,904
50.078695,-5.703884,2018,10,"United Kingdom of Great Britain and Northern Ireland","MATERIAL_SAMPLE",NA,NA,NA,4909,1525,1623,1457,1571,1364,133,115,929,904
